year,hbr,admission_type,age_group,sex,diagnosis,number_of_discharges,crude_rate,easr,hb_name
2009,S92000003,Transfer,75plus years,Male,Cerebrovascular Disease,2564,1696.507735,1797.939946,Scotland
2009,S92000003,Transfer,75plus years,Male,Stroke,1899,1256.500854,1342.024169,Scotland
2009,S92000003,Transfer,75plus years,Male,Subarachnoid Haemorrhage,18,11.9099607,10.99687072,Scotland
2009,S92000003,Transfer,75plus years,Male,TIAs and related syndromes,152,100.5730014,105.14488,Scotland
2009,S92000003,Transfer,75plus years,Female,Cerebrovascular Disease,3756,1528.227037,1503.556893,Scotland
2009,S92000003,Transfer,75plus years,Female,Stroke,3031,1233.241786,1212.400261,Scotland
2009,S92000003,Transfer,75plus years,Female,Subarachnoid Haemorrhage,54,21.97131523,22.6209763,Scotland
2009,S92000003,Transfer,75plus years,Female,TIAs and related syndromes,252,102.5328044,101.0034674,Scotland
2009,S08000015,All,All,All,Cerebrovascular Disease,1681,451.3599871,471.8718992,Ayrshire and Arran
2009,S08000015,All,All,All,Stroke,1201,322.476707,334.0949141,Ayrshire and Arran
2009,S08000015,All,All,All,Subarachnoid Haemorrhage,69,18.52697151,17.47100677,Ayrshire and Arran
2009,S08000015,All,All,All,TIAs and related syndromes,174,46.72018903,48.94638145,Ayrshire and Arran
2009,S08000015,All,All,Male,Cerebrovascular Disease,835,468.7271952,536.3835834,Ayrshire and Arran
2009,S08000015,All,All,Male,Stroke,587,329.5124114,374.6065639,Ayrshire and Arran
2009,S08000015,All,All,Male,Subarachnoid Haemorrhage,16,8.981598949,9.269248419,Ayrshire and Arran
2009,S08000015,All,All,Male,TIAs and related syndromes,81,45.46934468,51.65748175,Ayrshire and Arran
2009,S08000015,All,All,Female,Cerebrovascular Disease,846,435.4360537,407.360215,Ayrshire and Arran
2009,S08000015,All,All,Female,Stroke,614,316.0256938,293.5832644,Ayrshire and Arran
2009,S08000015,All,All,Female,Subarachnoid Haemorrhage,53,27.27909083,25.67276512,Ayrshire and Arran
2009,S08000015,All,All,Female,TIAs and related syndromes,93,47.86708392,46.23528115,Ayrshire and Arran
2009,S08000015,All,0-44 years,All,Cerebrovascular Disease,84,42.65388404,42.14924237,Ayrshire and Arran
2009,S08000015,All,0-44 years,All,Stroke,34,17.26466735,17.54257704,Ayrshire and Arran
2009,S08000015,All,0-44 years,All,Subarachnoid Haemorrhage,19,9.647902343,9.301436292,Ayrshire and Arran
2009,S08000015,All,0-44 years,All,TIAs and related syndromes,5,2.538921669,2.251356267,Ayrshire and Arran
2009,S08000015,All,0-44 years,Male,Cerebrovascular Disease,40,41.21586811,42.32525438,Ayrshire and Arran
2009,S08000015,All,0-44 years,Male,Stroke,19,19.57753735,20.37874641,Ayrshire and Arran
2009,S08000015,All,0-44 years,Male,Subarachnoid Haemorrhage,7,7.212776919,7.777273312,Ayrshire and Arran
2009,S08000015,All,0-44 years,Male,TIAs and related syndromes,2,2.060793405,1.908563452,Ayrshire and Arran
2009,S08000015,All,0-44 years,Female,Cerebrovascular Disease,44,44.05109928,41.97323037,Ayrshire and Arran
2009,S08000015,All,0-44 years,Female,Stroke,15,15.01742021,14.70640768,Ayrshire and Arran
2009,S08000015,All,0-44 years,Female,Subarachnoid Haemorrhage,12,12.01393617,10.82559927,Ayrshire and Arran
2009,S08000015,All,0-44 years,Female,TIAs and related syndromes,3,3.003484041,2.594149082,Ayrshire and Arran
2009,S08000015,All,45-64 years,All,Cerebrovascular Disease,346,326.1597051,325.3747115,Ayrshire and Arran
2009,S08000015,All,45-64 years,All,Stroke,243,229.0659201,229.3000704,Ayrshire and Arran
2009,S08000015,All,45-64 years,All,Subarachnoid Haemorrhage,26,24.50911079,23.57588283,Ayrshire and Arran
2009,S08000015,All,45-64 years,All,TIAs and related syndromes,34,32.05037565,32.10940618,Ayrshire and Arran
2009,S08000015,All,45-64 years,Male,Cerebrovascular Disease,209,408.3227508,402.9514962,Ayrshire and Arran
2009,S08000015,All,45-64 years,Male,Stroke,160,312.5915796,308.8731439,Ayrshire and Arran
2009,S08000015,All,45-64 years,Male,Subarachnoid Haemorrhage,3,5.861092117,5.545115417,Ayrshire and Arran
2009,S08000015,All,45-64 years,Male,TIAs and related syndromes,19,37.12025007,36.30958371,Ayrshire and Arran
2009,S08000015,All,45-64 years,Female,Cerebrovascular Disease,137,249.5537178,247.7979267,Ayrshire and Arran
2009,S08000015,All,45-64 years,Female,Stroke,83,151.1894787,149.7269968,Ayrshire and Arran
2009,S08000015,All,45-64 years,Female,Subarachnoid Haemorrhage,23,41.89587963,41.60665024,Ayrshire and Arran
2009,S08000015,All,45-64 years,Female,TIAs and related syndromes,15,27.32339976,27.90922865,Ayrshire and Arran
2009,S08000015,All,65-74 years,All,Cerebrovascular Disease,458,1190.47619,1227.762705,Ayrshire and Arran
2009,S08000015,All,65-74 years,All,Stroke,306,795.3836556,821.004476,Ayrshire and Arran
2009,S08000015,All,65-74 years,All,Subarachnoid Haemorrhage,19,49.38656685,47.18253619,Ayrshire and Arran
2009,S08000015,All,65-74 years,All,TIAs and related syndromes,60,155.9575795,160.3275849,Ayrshire and Arran
2009,S08000015,All,65-74 years,Male,Cerebrovascular Disease,279,1546.22035,1571.705335,Ayrshire and Arran
2009,S08000015,All,65-74 years,Male,Stroke,187,1036.355575,1051.712261,Ayrshire and Arran
2009,S08000015,All,65-74 years,Male,Subarachnoid Haemorrhage,5,27.71004212,27.57186195,Ayrshire and Arran
2009,S08000015,All,65-74 years,Male,TIAs and related syndromes,33,182.886278,186.0582702,Ayrshire and Arran
2009,S08000015,All,65-74 years,Female,Cerebrovascular Disease,179,876.2482867,883.820075,Ayrshire and Arran
2009,S08000015,All,65-74 years,Female,Stroke,119,582.5337772,590.2966909,Ayrshire and Arran
2009,S08000015,All,65-74 years,Female,Subarachnoid Haemorrhage,14,68.53338555,66.79321042,Ayrshire and Arran
2009,S08000015,All,65-74 years,Female,TIAs and related syndromes,27,132.1715293,134.5968995,Ayrshire and Arran
2009,S08000015,All,under75 years,All,Cerebrovascular Disease,888,260.0376586,261.4285422,Ayrshire and Arran
2009,S08000015,All,under75 years,All,Stroke,583,170.7229223,171.9153629,Ayrshire and Arran
2009,S08000015,All,under75 years,All,Subarachnoid Haemorrhage,64,18.74145287,17.82917675,Ayrshire and Arran
2009,S08000015,All,under75 years,All,TIAs and related syndromes,99,28.99068491,29.18584773,Ayrshire and Arran
2009,S08000015,All,under75 years,Male,Cerebrovascular Disease,528,317.5385948,323.8097187,Ayrshire and Arran
2009,S08000015,All,under75 years,Male,Stroke,366,220.1119805,223.3908721,Ayrshire and Arran
2009,S08000015,All,under75 years,Male,Subarachnoid Haemorrhage,15,9.020982806,9.411240306,Ayrshire and Arran
2009,S08000015,All,under75 years,Male,TIAs and related syndromes,54,32.4755381,33.17448607,Ayrshire and Arran
2009,S08000015,All,under75 years,Female,Cerebrovascular Disease,360,205.4677244,199.0473658,Ayrshire and Arran
2009,S08000015,All,under75 years,Female,Stroke,217,123.8513783,120.4398537,Ayrshire and Arran
2009,S08000015,All,under75 years,Female,Subarachnoid Haemorrhage,49,27.96644027,26.2471132,Ayrshire and Arran
2009,S08000015,All,under75 years,Female,TIAs and related syndromes,45,25.68346556,25.19720939,Ayrshire and Arran
2009,S08000015,All,75plus years,All,Cerebrovascular Disease,793,2562.942374,2599.688064,Ayrshire and Arran
2009,S08000015,All,75plus years,All,Stroke,618,1997.349795,1973.910377,Ayrshire and Arran
2009,S08000015,All,75plus years,All,Subarachnoid Haemorrhage,5,16.15978798,13.84951027,Ayrshire and Arran
2009,S08000015,All,75plus years,All,TIAs and related syndromes,75,242.3968198,248.7473335,Ayrshire and Arran
2009,S08000015,All,75plus years,Male,Cerebrovascular Disease,307,2587.878277,2685.741549,Ayrshire and Arran
2009,S08000015,All,75plus years,Male,Stroke,221,1862.935177,1903.565225,Ayrshire and Arran
2009,S08000015,All,75plus years,Male,Subarachnoid Haemorrhage,1,8.429570935,7.833552673,Ayrshire and Arran
2009,S08000015,All,75plus years,Male,TIAs and related syndromes,27,227.5984152,238.5411047,Ayrshire and Arran
2009,S08000015,All,75plus years,Female,Cerebrovascular Disease,486,2547.436838,2513.63458,Ayrshire and Arran
2009,S08000015,All,75plus years,Female,Stroke,397,2080.930915,2044.255528,Ayrshire and Arran
2009,S08000015,All,75plus years,Female,Subarachnoid Haemorrhage,4,20.96655834,19.86546787,Ayrshire and Arran
2009,S08000015,All,75plus years,Female,TIAs and related syndromes,48,251.5987001,258.9535623,Ayrshire and Arran
2009,S08000015,Elective,All,All,Cerebrovascular Disease,58,15.57339634,16.25408923,Ayrshire and Arran
2009,S08000015,Elective,All,All,Stroke,8,2.148054668,2.232310504,Ayrshire and Arran
2009,S08000015,Elective,All,All,Subarachnoid Haemorrhage,2,0.537013667,0.476164611,Ayrshire and Arran
2009,S08000015,Elective,All,All,TIAs and related syndromes,3,0.8055205,0.782089074,Ayrshire and Arran
2009,S08000015,Elective,All,Male,Cerebrovascular Disease,36,20.20859764,21.75317478,Ayrshire and Arran
2009,S08000015,Elective,All,Male,Stroke,4,2.245399737,2.486028381,Ayrshire and Arran
2009,S08000015,Elective,All,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,All,Male,TIAs and related syndromes,2,1.122699869,1.065628474,Ayrshire and Arran
2009,S08000015,Elective,All,Female,Cerebrovascular Disease,22,11.3233962,10.75500368,Ayrshire and Arran
2009,S08000015,Elective,All,Female,Stroke,4,2.058799308,1.978592627,Ayrshire and Arran
2009,S08000015,Elective,All,Female,Subarachnoid Haemorrhage,2,1.029399654,0.952329221,Ayrshire and Arran
2009,S08000015,Elective,All,Female,TIAs and related syndromes,1,0.514699827,0.498549674,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,All,Cerebrovascular Disease,5,2.538921669,2.613425741,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,All,Stroke,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,All,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Male,Cerebrovascular Disease,4,4.121586811,4.210626729,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Male,Stroke,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Male,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Female,Cerebrovascular Disease,1,1.001161347,1.016224754,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Female,Stroke,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,0-44 years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,All,Cerebrovascular Disease,18,16.96784593,17.03634108,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,All,Stroke,3,2.827974322,2.729153378,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,All,Subarachnoid Haemorrhage,2,1.885316215,1.796847587,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,All,TIAs and related syndromes,1,0.942658107,0.959641588,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Male,Cerebrovascular Disease,8,15.62957898,15.69830419,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Male,Stroke,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Male,TIAs and related syndromes,1,1.953697372,1.919283175,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Female,Cerebrovascular Disease,10,18.21559984,18.37437797,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Female,Stroke,3,5.464679952,5.458306756,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Female,Subarachnoid Haemorrhage,2,3.643119968,3.593695175,Ayrshire and Arran
2009,S08000015,Elective,45-64 years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,All,Cerebrovascular Disease,21,54.58515284,56.85070226,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,All,Stroke,4,10.39717197,11.01499989,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,All,TIAs and related syndromes,2,5.198585985,5.02651479,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Male,Cerebrovascular Disease,14,77.58811793,79.5049978,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Male,Stroke,3,16.62602527,16.96198705,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Male,TIAs and related syndromes,1,5.542008424,5.30493745,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Female,Cerebrovascular Disease,7,34.26669277,34.19640671,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Female,Stroke,1,4.895241825,5.068012731,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,65-74 years,Female,TIAs and related syndromes,1,4.895241825,4.74809213,Ayrshire and Arran
2009,S08000015,Elective,under75 years,All,Cerebrovascular Disease,44,12.88474885,13.07165277,Ayrshire and Arran
2009,S08000015,Elective,under75 years,All,Stroke,7,2.049846408,2.065714982,Ayrshire and Arran
2009,S08000015,Elective,under75 years,All,Subarachnoid Haemorrhage,2,0.585670402,0.523257814,Ayrshire and Arran
2009,S08000015,Elective,under75 years,All,TIAs and related syndromes,3,0.878505603,0.859438542,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Male,Cerebrovascular Disease,26,15.6363702,16.24375144,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Male,Stroke,3,1.804196561,1.957152352,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Male,TIAs and related syndromes,2,1.202797707,1.171020301,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Female,Cerebrovascular Disease,18,10.27338622,9.899554103,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Female,Stroke,4,2.282974716,2.174277612,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Female,Subarachnoid Haemorrhage,2,1.141487358,1.046515628,Ayrshire and Arran
2009,S08000015,Elective,under75 years,Female,TIAs and related syndromes,1,0.570743679,0.547856784,Ayrshire and Arran
2009,S08000015,Elective,75plus years,All,Cerebrovascular Disease,14,45.24740635,48.43205785,Ayrshire and Arran
2009,S08000015,Elective,75plus years,All,Stroke,1,3.231957597,3.916776336,Ayrshire and Arran
2009,S08000015,Elective,75plus years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,All,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Male,Cerebrovascular Disease,10,84.29570935,77.45956634,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Male,Stroke,1,8.429570935,7.833552673,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Male,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Female,Cerebrovascular Disease,4,20.96655834,19.40454936,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Female,Stroke,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2009,S08000015,Elective,75plus years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2009,S08000015,Emergency,All,All,Cerebrovascular Disease,870,233.6009451,244.1916009,Ayrshire and Arran
2009,S08000015,Emergency,All,All,Stroke,610,163.7891684,170.2554341,Ayrshire and Arran
2009,S08000015,Emergency,All,All,Subarachnoid Haemorrhage,50,13.42534167,12.74791317,Ayrshire and Arran
2009,S08000015,Emergency,All,All,TIAs and related syndromes,126,33.83186102,35.70516443,Ayrshire and Arran
2009,S08000015,Emergency,All,Male,Cerebrovascular Disease,414,232.3988728,267.6820236,Ayrshire and Arran
2009,S08000015,Emergency,All,Male,Stroke,298,167.2822804,190.6771136,Ayrshire and Arran
2009,S08000015,Emergency,All,Male,Subarachnoid Haemorrhage,13,7.297549146,7.546114681,Ayrshire and Arran
2009,S08000015,Emergency,All,Male,TIAs and related syndromes,56,31.43559632,36.40741516,Ayrshire and Arran
2009,S08000015,Emergency,All,Female,Cerebrovascular Disease,456,234.7031211,220.7011782,Ayrshire and Arran
2009,S08000015,Emergency,All,Female,Stroke,312,160.586346,149.8337546,Ayrshire and Arran
2009,S08000015,Emergency,All,Female,Subarachnoid Haemorrhage,37,19.0438936,17.94971166,Ayrshire and Arran
2009,S08000015,Emergency,All,Female,TIAs and related syndromes,70,36.02898789,35.0029137,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,All,Cerebrovascular Disease,40,20.31137335,19.90567174,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,All,Stroke,15,7.616765008,7.647605614,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,All,Subarachnoid Haemorrhage,14,7.108980674,6.988007402,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,All,TIAs and related syndromes,3,1.523353002,1.341857224,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Male,Cerebrovascular Disease,17,17.51674395,17.78212185,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Male,Stroke,6,6.182380216,6.153111579,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Male,Subarachnoid Haemorrhage,6,6.182380216,6.609280974,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Male,TIAs and related syndromes,1,1.030396703,0.954281726,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Female,Cerebrovascular Disease,23,23.02671098,22.02922162,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Female,Stroke,9,9.010452124,9.142099649,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Female,Subarachnoid Haemorrhage,8,8.009290777,7.366733829,Ayrshire and Arran
2009,S08000015,Emergency,0-44 years,Female,TIAs and related syndromes,2,2.002322694,1.729432721,Ayrshire and Arran
